date,timestamp,frequency,signals_json,fills_json,eod_portfolio_value,pnl_day,pnl_cum,cash,positions_json
2026-04-28,2026-04-28T15:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-28,2026-04-28T16:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-28,2026-04-28T17:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-28,2026-04-28T18:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-28,2026-04-28T19:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-28,2026-04-28T20:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T14:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T15:00:00,hourly,"{""in_pos"":false,""ratio"":1.0351,""skew_z"":0.276,""dxy_mom"":0.807,""rsp_mom"":0.624,""vrp"":9.53,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T16:00:00,hourly,"{""in_pos"":false,""ratio"":1.0346,""skew_z"":-0.902,""dxy_mom"":-71.819,""rsp_mom"":-4.815,""vrp"":-1.99,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T17:00:00,hourly,"{""in_pos"":false,""ratio"":0.7204,""skew_z"":-1.718,""dxy_mom"":0.182,""rsp_mom"":-1.394,""vrp"":7.13,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T18:00:00,hourly,"{""in_pos"":false,""ratio"":0.7388,""skew_z"":-1.718,""dxy_mom"":0.091,""rsp_mom"":-1.248,""vrp"":7.61,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T19:00:00,hourly,"{""in_pos"":false,""ratio"":0.752,""skew_z"":-1.719,""dxy_mom"":0.29,""rsp_mom"":-1.316,""vrp"":7.92,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.0}",[],45000.0,0.0,0.0,45000.0,{}
2026-04-29,2026-04-29T20:00:00,hourly,"{""in_pos"":true,""ratio"":0.7536,""skew_z"":-1.719,""dxy_mom"":0.382,""rsp_mom"":-0.977,""vrp"":7.9,""cooldown_end"":""2026-03-04T10:00:00"",""target_w"":0.9}","[{""ticker"":""SVXY"",""qty_delta"":802.2979397781301,""price"":50.48,""cost_usd"":20.25,""notes"":""target_w=0.9000""}]",44979.75,-20.25,-20.25,4479.75,"{""SVXY"":{""qty"":802.2979397781301,""avg_cost"":50.48}}"
2026-04-30,2026-04-30T14:00:00,hourly,"{""in_pos"":false,""ratio"":0.7404,""skew_z"":-1.038,""dxy_mom"":0.473,""rsp_mom"":-1.024,""vrp"":7.38,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}","[{""ticker"":""SVXY"",""qty_delta"":-802.2979397781301,""price"":50.71,""cost_usd"":20.34226426307449,""notes"":""target_w=0.0000""}]",45143.94,164.19,143.94,45143.94,{}
2026-04-30,2026-04-30T15:00:00,hourly,"{""in_pos"":false,""ratio"":0.7096,""skew_z"":-1.039,""dxy_mom"":-0.036,""rsp_mom"":-0.57,""vrp"":6.35,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
2026-04-30,2026-04-30T16:00:00,hourly,"{""in_pos"":false,""ratio"":0.7164,""skew_z"":-1.04,""dxy_mom"":-0.328,""rsp_mom"":-0.051,""vrp"":6.39,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
2026-04-30,2026-04-30T17:00:00,hourly,"{""in_pos"":false,""ratio"":0.6952,""skew_z"":-1.041,""dxy_mom"":-0.309,""rsp_mom"":0.123,""vrp"":5.86,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
2026-04-30,2026-04-30T18:00:00,hourly,"{""in_pos"":false,""ratio"":0.6944,""skew_z"":-1.042,""dxy_mom"":-0.273,""rsp_mom"":-0.089,""vrp"":5.85,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
2026-04-30,2026-04-30T19:00:00,hourly,"{""in_pos"":false,""ratio"":0.692,""skew_z"":-1.042,""dxy_mom"":-0.128,""rsp_mom"":-0.265,""vrp"":7.04,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
2026-04-30,2026-04-30T20:00:00,hourly,"{""in_pos"":false,""ratio"":0.6912,""skew_z"":-1.043,""dxy_mom"":-0.31,""rsp_mom"":-0.215,""vrp"":7.02,""cooldown_end"":""2026-05-02T13:00:00"",""target_w"":0.0}",[],45143.94,0.0,143.94,45143.94,{}
