date,signals_json,fills_json,eod_portfolio_value,pnl_day,pnl_cum,cash,positions_json
2026-04-22,"{""SVXY"":0.45,""GLD"":0.011966941554564936,""TLT"":0.19796021418608906,""SPY"":0.032442827766222565}","[{""ticker"":""GLD"",""qty_delta"":2.749377679104678,""price"":435.260009765625,""cost_usd"":0.5983470777282468,""notes"":""target_w=0.0120""},{""ticker"":""SPY"",""qty_delta"":4.561638160868027,""price"":711.2100219726562,""cost_usd"":1.6221413883111284,""notes"":""target_w=0.0324""},{""ticker"":""SVXY"",""qty_delta"":900.1800057827115,""price"":49.9900016784668,""cost_usd"":22.5,""notes"":""target_w=0.4500""},{""ticker"":""TLT"",""qty_delta"":228.2225260104314,""price"":86.73999786376953,""cost_usd"":9.898010709304454,""notes"":""target_w=0.1980""}]",99965.38,-34.62,-34.62,30728.38,"{""GLD"":{""qty"":2.749377679104678,""avg_cost"":435.260009765625},""SPY"":{""qty"":4.561638160868027,""avg_cost"":711.2100219726562},""SVXY"":{""qty"":900.1800057827115,""avg_cost"":49.9900016784668},""TLT"":{""qty"":228.2225260104314,""avg_cost"":86.73999786376953}}"
